"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","HEALTHEXP","TOT","USD_CAP","A","2008",4009.305,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2009",4097.535,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2010",4261.055,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2011",4345.16,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2012",4588.344,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2013",4767.085,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2014",4858.33,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2015",4943.515,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2016",5195.531,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2017",5315.353,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2018",5544.767,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2019",5705.102,
"AUT","HEALTHEXP","TOT","USD_CAP","A","2020",5899.139,"P"
"BEL","HEALTHEXP","TOT","USD_CAP","A","2000",2297.144,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2001",2403.251,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2002",2644.144,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2003",2916.002,"B"
"BEL","HEALTHEXP","TOT","USD_CAP","A","2004",3098.728,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2005",3116.758,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2006",3203.831,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2007",3316.511,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2008",3557.974,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2009",3729.954,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2010",3922.228,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2011",4065.113,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2012",4243.908,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2013",4435.931,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2014",4588.226,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2015",4654.247,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2016",5003.902,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2017",5136.174,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2018",5358.892,
"BEL","HEALTHEXP","TOT","USD_CAP","A","2019",5458.401,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2000",2450.981,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2001",2622.729,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2002",2758.065,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2003",2912.455,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2004",3120.838,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2005",3291.912,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2006",3484.943,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2007",3706.77,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2008",3849.363,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2009",3949.841,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2010",4155.309,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2011",4225.996,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2012",4332.806,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2013",4424.688,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2014",4532.59,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2015",4630.79,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2016",5039.601,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2017",5138.19,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2018",5330.848,
"CAN","HEALTHEXP","TOT","USD_CAP","A","2019",5370.442,"P"
"CZE","HEALTHEXP","TOT","USD_CAP","A","2000",1025.558,"B"
"CZE","HEALTHEXP","TOT","USD_CAP","A","2001",1159.782,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2002",1267.68,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2003",1393.515,"B"
"CZE","HEALTHEXP","TOT","USD_CAP","A","2004",1463.86,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2005",1523.395,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2006",1558.959,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2007",1659.555,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2008",1822.938,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2009",2052.446,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2010",2002.927,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2011",2041.899,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2012",2090.484,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2013",2448.529,"B"
"CZE","HEALTHEXP","TOT","USD_CAP","A","2014",2564.608,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2015",2544.865,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2016",2670.97,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2017",2873.306,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2018",3174.386,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2019",3417.487,
"CZE","HEALTHEXP","TOT","USD_CAP","A","2020",3803.554,"E"
"DNK","HEALTHEXP","TOT","USD_CAP","A","2000",2344.649,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2001",2471.326,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2002",2711.668,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2003",2722.509,"B"
"DNK","HEALTHEXP","TOT","USD_CAP","A","2004",2920.249,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2005",3014.983,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2006",3286.639,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2007",3561.079,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2008",3777.708,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2009",4023.345,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2010",4163.801,"B"
"DNK","HEALTHEXP","TOT","USD_CAP","A","2011",4169.777,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2012",4315.128,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2013",4455.753,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2014",4536.235,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2015",4673.314,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2016",4849.758,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2017",5083.278,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2018",5316.577,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2019",5477.567,
"DNK","HEALTHEXP","TOT","USD_CAP","A","2020",5849.395,"E"
"FIN","HEALTHEXP","TOT","USD_CAP","A","2000",1875.998,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2001",1981.471,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2002",2201.214,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2003",2276.587,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2004",2478.376,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2005",2573.498,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2006",2750.511,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2007",3003.241,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2008",3243.774,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2009",3287.334,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2010",3428.991,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2011",3598.304,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2012",3786.188,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2013",3933.237,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2014",3955.756,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2015",3992.494,"B"
"FIN","HEALTHEXP","TOT","USD_CAP","A","2016",4103.556,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2017",4215.312,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2018",4378.651,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2019",4558.538,
"FIN","HEALTHEXP","TOT","USD_CAP","A","2020",4662.187,"P"
"FRA","HEALTHEXP","TOT","USD_CAP","A","2000",2686.31,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2001",2874.142,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2002",3152.016,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2003",3055.588,"B"
"FRA","HEALTHEXP","TOT","USD_CAP","A","2004",3170.515,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2005",3264.574,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2006",3442.151,"B"
"FRA","HEALTHEXP","TOT","USD_CAP","A","2007",3586.205,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2008",3729.353,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2009",3887.797,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2010",4047.026,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2011",4161.698,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2012",4299.434,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2013",4549.619,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2014",4630.798,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2015",4669.923,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2016",4922.263,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2017",4994.828,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2018",5136.2,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2019",5274.26,
"FRA","HEALTHEXP","TOT","USD_CAP","A","2020",5564.075,"E"
"DEU","HEALTHEXP","TOT","USD_CAP","A","2000",2894.22,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2001",3008.09,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2002",3239.77,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2003",3328.64,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2004",3391.06,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2005",3429.955,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2006",3564.142,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2007",3748.57,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2008",3955.045,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2009",4165.596,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2010",4425.073,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2011",4566.553,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2012",4745.435,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2013",4951.437,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2014",5151.422,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2015",5295.897,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2016",5670.578,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2017",5959.529,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2018",6291.041,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2019",6518.004,
"DEU","HEALTHEXP","TOT","USD_CAP","A","2020",6730.942,"P"
"GRC","HEALTHEXP","TOT","USD_CAP","A","2000",1417.775,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2001",1700.247,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2002",1951.129,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2003",2048.202,"B"
"GRC","HEALTHEXP","TOT","USD_CAP","A","2004",2100.516,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2005",2193.595,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2006",2301.267,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2007",2424.105,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2008",2665.467,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2009",2740.481,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2010",2607.87,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2011",2289.591,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2012",2145.538,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2013",2067.17,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2014",2016.562,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2015",2080.85,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2016",2220.862,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2017",2245.122,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2018",2290.646,
"GRC","HEALTHEXP","TOT","USD_CAP","A","2019",2318.964,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2000",906.478,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2001",995.631,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2002",1167.234,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2003",1364.561,"B"
"HUN","HEALTHEXP","TOT","USD_CAP","A","2004",1381.293,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2005",1463.524,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2006",1510.256,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2007",1429.241,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2008",1492.593,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2009",1495.266,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2010",1667.018,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2011",1755.527,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2012",1766.535,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2013",1821.58,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2014",1863.754,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2015",1891.247,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2016",1999.683,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2017",2000.095,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2018",2102.765,
"HUN","HEALTHEXP","TOT","USD_CAP","A","2019",2169.772,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2000",2666.654,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2001",2760.251,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2002",3077.218,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2003",3106.243,"B"
"ISL","HEALTHEXP","TOT","USD_CAP","A","2004",3262.089,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2005",3280.816,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2006",3391.389,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2007",3557.726,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2008",3612.514,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2009",3487.168,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2010",3265.875,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2011",3312.496,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2012",3398.96,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2013",3498.114,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2014",3599.573,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2015",3733.296,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2016",3932.084,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2017",4135.023,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2018",4376.857,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2019",4540.762,
"ISL","HEALTHEXP","TOT","USD_CAP","A","2020",5034.092,"P"
"IRL","HEALTHEXP","TOT","USD_CAP","A","2000",1828.962,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2001",2133.505,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2002",2418.859,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2003",2578.232,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2004",2804.449,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2005",3093.379,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2006",3202.287,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2007",3382.318,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2008",3643.276,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2009",3862.022,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2010",4052.942,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2011",4197.572,"B"
"IRL","HEALTHEXP","TOT","USD_CAP","A","2012",4358.939,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2013",4299.896,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2014",4196.667,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2015",4295.461,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2016",4536.744,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2017",4683.364,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2018",4897.59,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2019",5083.213,
"IRL","HEALTHEXP","TOT","USD_CAP","A","2020",5604.209,"P"
"ITA","HEALTHEXP","TOT","USD_CAP","A","2000",2029.614,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2001",2150.865,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2002",2292.714,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2003",2288.842,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2004",2450.711,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2005",2504.099,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2006",2660.405,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2007",2694.115,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2008",2932.455,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2009",2942.757,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2010",3105.969,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2011",3098.256,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2012",3071.61,"B"
"ITA","HEALTHEXP","TOT","USD_CAP","A","2013",3042.931,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2014",3036.86,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2015",3088.932,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2016",3274.024,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2017",3376.084,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2018",3522.076,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2019",3653.401,
"ITA","HEALTHEXP","TOT","USD_CAP","A","2020",3819.39,"P"
"JPN","HEALTHEXP","TOT","USD_CAP","A","2000",1850.833,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2001",1942.812,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2002",2065.133,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2003",2196.742,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2004",2306.004,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2005",2471.186,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2006",2559.459,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2007",2688.702,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2008",2799.198,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2009",2974.458,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2010",3169.521,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2011",3740.756,"B"
"JPN","HEALTHEXP","TOT","USD_CAP","A","2012",3970.765,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2013",4308.252,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2014",4328.364,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2015",4515.556,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2016",4295.858,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2017",4412.852,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2018",4558.669,
"JPN","HEALTHEXP","TOT","USD_CAP","A","2019",4691.462,"E"
"KOR","HEALTHEXP","TOT","USD_CAP","A","2000",725.202,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2001",860.749,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2002",886.304,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2003",972.637,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2004",1032.929,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2005",1134.304,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2006",1276.115,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2007",1434.145,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2008",1556.157,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2009",1686.34,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2010",1879.043,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2011",1966.703,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2012",2071.546,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2013",2129.162,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2014",2233.19,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2015",2491.691,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2016",2664.734,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2017",2802.355,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2018",3091.826,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2019",3406.256,
"KOR","HEALTHEXP","TOT","USD_CAP","A","2020",3493.695,"P"
"LUX","HEALTHEXP","TOT","USD_CAP","A","2000",3409.805,"B"
"LUX","HEALTHEXP","TOT","USD_CAP","A","2001",3712.947,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2002",4248.808,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2003",4410.582,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2004",4775.38,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2005",4881.401,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2006",5150.009,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2007",5083.683,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2008",5431.112,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2009",5720.382,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2010",5627.817,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2011",4830.489,"B"
"LUX","HEALTHEXP","TOT","USD_CAP","A","2012",4424.47,"B"
"LUX","HEALTHEXP","TOT","USD_CAP","A","2013",4636.665,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2014",4707.027,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2015",4692.344,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2016",4864.255,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2017",4988.997,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2018",5220.868,
"LUX","HEALTHEXP","TOT","USD_CAP","A","2019",5414.482,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2000",517.3,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2001",567.423,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2002",600.49,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2003",688.517,"B"
"MEX","HEALTHEXP","TOT","USD_CAP","A","2004",767.567,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2005",771.596,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2006",821.74,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2007",869.968,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2008",899.877,"B"
"MEX","HEALTHEXP","TOT","USD_CAP","A","2009",913.125,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2010",894.224,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2011",912.027,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2012",973.451,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2013",1002.571,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2014",989.558,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2015",1062.591,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2016",1102.809,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2017",1099.647,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2018",1116.032,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2019",1132.966,
"MEX","HEALTHEXP","TOT","USD_CAP","A","2020",1197.652,"P"
"NLD","HEALTHEXP","TOT","USD_CAP","A","2000",2646.233,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2001",2881.931,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2002",3296.963,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2003",3308.136,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2004",3494.258,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2005",3583.453,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2006",3826.78,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2007",4074.575,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2008",4378.384,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2009",4441.538,
"NLD","HEALTHEXP","TOT","USD_CAP","A","2010",4476.729,
